"","nosta","codehydro","nom","courdo","xlambert","ylambert","pk","bv","type","nogest","module","qrefetiage","qix2","qix5","qix10","mnemo","comment","datemaj","typemes","cotedebordement","coteseuil","nomcommune","inseecommune","ngfechelle","dateenregistrement","datecreation","codehydro3","codesitehydro3","synchronisation","region"
























































































































































































































































































































































































































","02/15/23 15:09:00",0,NA,NA,"CHÂTEAU-LARCHER",86065,8400,"08/22/25 14:32:00","","L231301001","L2313010",NA,"NA"
"913",9,"L2341630","POITIERS (PONT NEUF)","Le Clain",447.86,2177.25,NA,2120,"S",7007,15.3,2.04,88.7,144,180,"POITIERSPN","","",0,NA,NA,"POITIERS",86194,6895,"08/22/25 15:12:00","07/18/06 15:30:00","L234161002","L2341610",NA,"NA"
"914",10,"L5001810","SAINT VICTOR EN MARCHE","GARTEMPE",557463,2124498,NA,78,"S",7007,1.11,0.189,9.4,13.1,15.6,"L5001810","Passage en heure TU le 01/01/2009
Nivellement du 0 de l'échelle réalisé le 28/05/2009","03/31/23 11:22:00",0,NA,NA,"SAINT-VICTOR-EN-MARCHE",23248,42839,"08/22/25 14:19:00","","L500181001","L5001810",NA,"NA"
"915",11,"L5034010","FOLLES (FORGEFER)","ARDOUR",583775,6556310,NA,131,"S",7007,1.73,0.319,13.1,18.1,21.4,"L5034010","","03/31/23 11:30:00",NA,NA,NA,"FOLLES ",87067,31762,"08/22/25 14:24:00","","L503401001","L5034010",NA,"NA"
"916",12,"L5101810","FOLLES (BESSINES)","GARTEMPE",579000,6558316,NA,570,"S",7007,7.88,1.25,48.3,65.8,77.3,"L5101810","","03/31/23 11:44:00",0,NA,NA,"FOLLES ",87067,29132,"08/22/25 14:29:00","","L510181001","L5101810",NA,"NA"
"917",13,"L5134010","DROUX","SEMME",556619,6562905,NA,177,"S",7007,1.92,0.151,20.1,39.9,36.3,"L5134010","","03/31/23 13:11:00",NA,NA,NA,"DROUX ",87061,18958,"08/22/25 14:31:00","","L513401001","L5134010",NA,"NA"
"918",14,"L5223020","BELLAC","VINCOU",547233,6561306,NA,286,"S",7007,3.41,0.217,29.2,40,47.1,"L5223020","","03/31/23 13:16:00",0,NA,NA,"BELLAC ",87011,17016,"08/22/25 14:35:00","","L522302001","L5223020",NA,"NA"
"919",15,"L5301810","SAINT BONNET DE BELLAC","Gartempe",541791,6566963,NA,1399.77,"S",7007,16.3,2.18,113,154,181,"ST BONNET","","03/31/23 13:19:00",NA,NA,NA,"SAINT-BONNET-DE-BELLAC",87139,15751,"08/22/25 14:37:00","12/21/04 09:23:00","L530181001","L5301810",NA,"NA"
"920",16,"L6020710","LEUGNY","CREUSE",525263,6648015,NA,8020,"S",7007,72.5,9.72,596,862,1040,"L6020710","","03/24/23 15:29:00",0,NA,NA,"LEUGNY",86130,4373,"08/22/25 11:23:00","","L602071001","L6020710",NA,"NA"
"921",17,"L6214010","GRAND PRESSIGNY (PONT SAINT MARTIN)","L'Aigronne",533019,6648602,NA,148.75,"S",7007,NA,NA,NA,NA,NA,"PONT SAINT","","",10,NA,NA,"GRAND PRESSIGNY",37113,5704,"08/22/25 11:09:00","02/02/17 08:37:00","L621000301","L6210003",NA,"NA"
"922",18,"L6202040","GRAND PRESSIGNY (PONT DE FER)","la Claise",532102,6649502,NA,1053.9301,"S",7007,NA,NA,NA,NA,NA,"PONT DE FE","","",0,NA,NA,"GRAND PRESSIGNY",37113,5379,"08/22/25 11:00:00","01/26/17 15:24:00","L621000201","L6210002",NA,"NA"
"923",19,"L6323010","MARCE SUR ESVES","Esves",522019,6661612,NA,222.85001,"S",7007,0.795,0.255,6.64,10.2,12.5,"MARCE","","03/24/23 15:49:00",NA,NA,NA,"MARCE-SUR-ESVES",37145,5534,"10/03/25 12:12:00","10/28/14 07:43:00","L632000201","L6320002",NA,"NA"
"924",20,"L8122125","SAINT LOUP LAMAIRE (BOUSSIN)","thouet",NA,NA,NA,NA,"S",7007,4.25,0.096,109,185,284,"L8122125","","",0,NA,NA,"",NA,NA,"10/24/25 11:09:00","09/10/12 11:47:00","L812212004","L8122120",NA,"NA"
"925",21,"L8134020","SAINT LOUP LAMAIRE (PUY TERRIER)","LE CEBRON",407005,2200247,NA,162,"S",7007,0.98,0.029,26,45,58,"L8134020"," Altitude : 94.26m","09/24/03 00:00:00",0,NA,NA,"SAINT LOUP LAMAIRE",79268,9438,"10/03/25 12:14:00","","L813402001","L8134020",NA,"NA"
"926",22,"L8213010","LUZAY","le THOUARET",407150,2215902,NA,308,"S",7007,1.74,0.003,39,59,73,"L8213010","LA PLANCHE","06/21/04 00:00:00",0,NA,NA,"LUZAY ",79161,6164,"10/24/25 10:56:00","","L821301001","L8213010",NA,"NA"
"927",23,"N4010610","AZAY LE BRULE - PONT DE RICOU","SEVRE NIORTAISE",450818,6592516,875.028,237.37,"S",7007,4.2,0.61,27.4,45,56.7,"AZAYRICOU","","02/03/25 12:05:00",0,NA,NA,"AZAY LE BRULE",79024,4791,"10/03/25 12:19:00","","N401061001","N4010610",NA,"NA"
"928",24,"N4104010","SAIVRES (DONIA MAUNAY)","LE CHAMBON",403.936,2163271,NA,61.099998,"S",7007,NA,NA,NA,NA,NA,"SAIVRES"," Altitude : 72.57m

Station QMJ

Station sous influence de la végétation

2 sites de jaugeages: 
- au pont pour les hautes et moyennes eaux
- aménagement de section 5 m en aval du pont pour les basses eaux","11/07/02 00:00:00",0,NA,NA,"",NA,NA,"01/03/25 17:00:00","","N410401001","N4104010",NA,"NA"
"929",25,"N4104020","SAINT GEORGES DE NOISNE (M DES ISLES)","LE CHAMBON",402748,2170549,NA,30,"S",7007,NA,NA,NA,NA,NA,"ST_GEORGES","Station QMJ

enjeu de la station: mesurer le débit qui entre dans la retenue
personnes intéressées par les QMJ --> gestionnaire barrage","03/06/00 00:00:00",0,NA,NA,"",NA,NA,"10/03/25 12:16:00","","N410402001","N4104020",NA,"NA"
"930",26,"N4104030","AZAY LE BRULE - PONT DE BEDANE","LE CHAMBON",397213,2159433,992.26,130,"S",7007,1.48,0.141,19.3,32.7,41.6,"AZAYBEDANE","Station QMJ

2 sites de jaugeages: 
- au pont pour les hautes et moyennes eaux
- aménagement de section 50 m en amont du pont pour les basses eaux","03/06/00 00:00:00",0,NA,NA,"AZAY-LE-BRULE",79024,4395,"10/03/25 12:19:00","","N410403001","N4104030",NA,"NA"
"931",27,"N5101710","SAINT HILAIRE DES LOGES","L'AUTISE",419464,6602439,973.592,243.92999,"S",7007,2.73,0.014,45,60.3,70.4,"ST_HILAIRE","Proprietaire seuil/pelle aval : Antoine Guillon 06 17 86 14 97

Altitude : 16.77m

Station QMJ

2 sites de jaugeages:
- hautes et moyennes eaux au pont
- basses eau site en amont

pb sensibilité station en basses eaux, à étudier","02/03/25 12:30:00",0,NA,NA,"SAINT-HILAIRE-DES-LOGES",85227,1691,"09/15/25 13:48:00","","N510171001","N5101710",NA,"NA"
"932",28,"N6003020","MAUZE SUR LE MIGNON","LE MIGNON",367001,2138720,NA,220,"S",7007,NA,NA,NA,NA,NA,"MAUZE","MOULIN NEUF","02/01/01 00:00:00",0,NA,NA,"MAUZÉ-SUR-LE-MIGNON",79170,0,"10/03/25 11:48:00","","N600302002","N6003020",NA,"NA"
"933",29,"N6014005","GRANZAY GRIPT","La Courance",431230,6575265,NA,76.889999,"S",7007,NA,NA,4.78,9.27,12.2,"GRANZAY","","02/03/25 12:24:00",NA,NA,NA,"GRANZAY-GRIPT",79137,2727,"02/03/25 12:24:00","06/28/10 09:36:00","N601401401","N6014014",NA,"NA"
"934",30,"N7101810","FOUSSAIS PAYRE","VENDEE",369.35,2171.15,NA,157,"S",7007,1.79,0.008,28.3,42,51.1,"FOUSSAIS","PONT D'IZARD","02/03/25 12:01:00",10,285,40,"FOUSSAIS-PAYRÉ",85094,4865,"09/18/25 17:18:00","","N710181010","N7101810",NA,"NA"
"935",31,"N7114010","ANTIGNY (MOULIN TEXIER)","MERE",411100,6618057,NA,59,"S",7007,0.733,0.016,12.4,14.7,20.7,"ANTIGNY","Cote seuil noyer à préciser et cote seuil pour débit nul","02/03/25 11:56:00",10,195,95,"ANTIGNY",85005,5712,"04/10/25 11:23:00","","N711401010","N7114010",NA,"NA"
"936",32,"N7121810","PISSOTTE","VENDEE",408784,6606535,NA,391,"S",7007,4.21,0.143,48.1,72.5,88.7,"PISSOTTE","PONT DE CROCHET","02/03/25 12:16:00",10,NA,NA,"PISSOTTE",85176,1045,"02/03/25 12:16:00","","N712181010","N7121810",NA,"NA"
"937",33,"N7125400","FONTENAY LE COMTE (GUE MIGNE)","Longèves",405427,6603044,NA,69.580002,"S",7007,NA,NA,NA,NA,NA,"FONTENAY","Ancien code hydro 2 N7125400","",10,135,NA,"FONTENAY-LE-COMTE",85092,352,"02/03/25 13:03:00","02/21/17 15:50:00","N712181201","N7121812",NA,"NA"
"938",34,"R0020011","SURIS","LA CHARENTE",516637,6530249,637748,110,"S",7007,1.44,0.14,21,34,42,"R0020011","changement gestionnaire le 01/01/2015 : DREAL Limousin (auparavant SPC La Rochelle)","11/28/02 00:00:00",0,NA,NA,"SURIS",16376,18800,"08/08/25 15:09:00","","R002001002","R0020010",NA,"NA"
"939",35,"R0100010","CHARROUX - (PONT DE ROCHEMEAUX)","CHARENTE",448750,2129280,696934,346,"S",7007,4.01,0.41,47,69,84,"R0100010"," Altitude : 115.93m

Station QMJ

Point de débordement obtenu par modélisation (avril 2014) environ 24 m3/s","11/08/02 00:00:00",0,NA,200,"CHARROUX",86061,11599,"08/08/25 11:06:00","","R011002001","R0110020",NA,"NA"
"940",36,"R0110010","SAINT SAVIOL - (PONT BRIDE)","CHARENTE",438183,2128359,713432,492,"S",7007,5.5,1,55,82,100,"R0110010"," Altitude : 92.00m

Station Prévision de crue et hydrométrie
Station QMJ

Point de débordement cote 0.65 m et Q= 30 m3/s (modelisation avril 2014)","11/08/02 00:00:00",0,NA,NA,"SAINT-SAVIOL",86247,10172,"10/03/25 12:10:00","","R011001001","R0110010",NA,"NA"
"941",37,"R0210010","POURSAC","Argentor",438761,2108868,0.998,92.330002,"S",7007,1.07,0.1,8.36,10.9,12.6,"R0210010","reprise du suivi de la station par le SPC 17 à compter de mai 2010

Station QMJ","",NA,NA,NA,"POURSAC",16268,7371,"08/08/25 11:14:00","05/10/10 08:37:00","R021001001","R0210010",NA,"NA"
"942",38,"R0250010","SAINT FRONT","Son-Sonnette",441047,2101255,0.994,191.39999,"S",7007,1.9,0.17,18,26.7,32.4,"R0250010","","",0,NA,NA,"SAINT-FRONT",16318,7104,"11/05/25 15:48:00","05/10/10 08:37:00","R025001001","R0250010",NA,"NA"
"943",39,"R1054010","SAINT CIERS SUR BONNIEURE (VILLEBETTE)","LA BONNIEURE",437880,2098840,991555,203,"S",7007,1.58,0.03,18.5,30.5,38.5,"R1054010"," Altitude : 65.00m","11/08/02 00:00:00",0,140,NA,"SAINT-CIERS-SUR-BONNIEURE",16307,6371,"11/05/25 15:54:00","","R125001001","R1250010",NA,"NA"
"944",40,"R1132510","MAISONNAIS SUR TARDOIRE","La Tardoire",520468,6516797,924085,138,"S",7007,2.01,0.263,17.8,25.4,30.5,"R1132510",".changement gestionnaire le 01/01/2015 : DREAL Limousin (auparavant SPC La Rochelle)","01/30/07 00:00:00",0,NA,NA,"MAISONNAIS-SUR-TARDOIRE",87091,20595,"08/22/25 09:38:00","","R103001001","R1030010",NA,"NA"
"945",41,"R1192510","MONTBRON (MOULIN DE LAVAUD","LA TARDOIRE",457072,2077030,955286,389,"S",7007,5.72,0.57,43.1,62.3,75.1,"R1192510"," Altitude : 108.70m","11/08/02 00:00:00",0,NA,NA,"MONTBRON",16223,10829,"08/08/25 11:26:00","","R108001001","R1080010",NA,"NA"
"946",42,"R1254030","SAINT MARTIAL DE VALETTE (NONTRON)","BANDIAT",516648,6493701,946580,133,"S",7007,1.96,0.041,11.8,17.3,20.9,"NONTRON","L'ancienne appellation de cette station hydrométrique était : NONTRON

Jaugeage 10m en amont du pont de la RD 708

Changement gestionnaire : le 01/01/2015 : SPC La Rochelle --> DREAL Limousin
Changement gestionnaire : le 01/07/2016 : DREAL Limousin --> DREAL NA / HPC VCA","",0,NA,NA,"SAINT MARTIAL DE VALETTE",24451,14433,"08/22/25 09:48:00","11/21/08 16:31:00","R113041001","R1130410",NA,"NA"
"947",43,"R1302510","COULGENS - (PONT DE COULGENS)","LA TARDOIRE",441406,2092278,988.829,1200,"S",7007,NA,NA,NA,NA,NA,"R1302510"," Altitude : 62.34m","11/08/02 00:00:00",NA,NA,NA,"COULGENS",16107,6600,"08/25/25 15:19:00","","R118001001","R1180010",NA,"NA"
"948",44,"R2000000","MANSLE","Charente",481309,6534761,781821,2830,"S",7007,NA,NA,NA,NA,NA,"MANSLE","Jaugeage cumulé du Grand Pont et du Petit Pont","",10,NA,NA,"MANSLE",16206,5696,"08/22/25 09:55:00","12/08/08 10:44:00","R202001002","R2020010",NA,"NA"
"949",45,"R2100010","ORADOUR (MOULIN DE GOUGE)","L'AUME",467456,6539261,990839,191,"S",7007,1.77,0.059,13.7,19.8,23.8,"R2100010"," Altitude : 54.00m
Débits caractéristiques pris à partir du site","11/08/02 00:00:00",0,NA,NA,"ORADOUR",16248,6498,"08/08/25 15:15:00","","R210001003","R2100010",NA,"NA"
"950",46,"R2110020","ORADOUR (FRAIGNEE)","COUTURE",466723,6539085,NA,NA,"S",7007,NA,NA,NA,NA,NA,"R2110020","PT 70 SUR RD 332 ECOULEMENT LIBRE

création de frayère en 2010 ? depuis pousse végétation importante -->  jaugeage difficile","",NA,NA,NA,"ORADOUR",16248,6662,"08/08/25 15:17:00","10/23/08 11:07:00","R211002001","R2110020",NA,"NA"
"951",47,"R2110030","ORADOUR (LE MAINE)","COUTURE",466827,6539809,NA,190,"S",7007,NA,NA,NA,NA,NA,"R2110030","POINT 72 SUR CARTE JAUGEAGES 20M A L'AVAL D'UN SEUIL

station QMJ","",0,NA,NA,"ORADOUR",16248,6853,"08/22/25 10:04:00","10/23/08 11:09:00","R211003001","R2110030",NA,"NA"
"952",48,"R2240020","VINDELLE- COURSAC","Charente",6518941,477807,NA,3722,"S",7007,NA,NA,NA,NA,NA,"R2240020","station créée le 07/06/2018","",NA,NA,NA,"VINDELLE",16415,3411,"08/22/25 10:05:00","06/20/18 14:11:00","R222001003","R2220010",NA,"NA"
"953",49,"R2335050","GOND-PONTOUVRE-FOULPOUGNE","LA TOUVRE",431072,2077101,998714,125,"S",7007,13.1,4.64,30.9,46.1,56.1,"R2335050","RESURGENCE - ABSENCE DE BASSIN VERSANT","03/01/00 00:00:00",0,NA,NA,"GOND-PONTOUVRE",16154,3143,"08/22/25 10:14:00","","R233505001","R2335050",NA,"NA"
"954",50,"R3010010","VOEUIL ET GIGET","la charreau",477192,6503968,0.992,48.689999,"S",7007,0.313,0.049,1.26,1.88,2.29,"R3010010","PONT NEUF","",0,NA,NA,"",NA,6152,"11/10/25 10:04:00","05/10/10 08:21:00","R301001001","R3010010",NA,"NA"
"955",51,"R3090020","MAINXE (JARNAC)","La CHARENTE",452660,6513775,879553,4160,"S",7007,NA,7.8,231,320,380,"JARNAC","..","04/16/07 00:00:00",10,NA,NA,"MAINXE",16202,NA,"08/19/25 15:04:00","","R307001011","R3070010",NA,"NA"
"956",53,"R4062510","NONAVILLE (PONT A BRAC)","le Né",458335,6496299,NA,262.20999,"S",7007,NA,NA,19.6,31.2,38.9,"R4062510","Déplacement de l'échelle à l'amont du pont : passé de 115 mm à 200 mm","",0,NA,NA,"NONAVILLE ",16247,4306,"11/10/25 10:36:00","08/12/08 13:07:00","R406000101","R4060001",NA,"NA"
"957",54,"R5023310","SAINT GERMAIN DE LUSIGNAN","LA SEUGNE",NA,NA,NA,150,"S",7007,NA,0.064,25,40,50,"R5023310","altitude approximative : 10m50
","05/03/05 00:00:00",0,NA,NA,"",NA,NA,"11/10/25 11:43:00","","R502331002","R5023310",NA,"NA"
"958",55,"R5123320","SAINT SEURIN DE PALENNE (LA LIJARDIERE)","LA SEUGNE",376203,2073206,NA,902,"S",7007,6.69,0.762,52.5,90.8,116,"R5123320"," Altitude : 9.50m","05/10/04 00:00:00",0,NA,NA,"",NA,NA,"10/03/25 12:01:00","","R512331003","R5123310",NA,"NA"
"959",56,"R5200010","CHANIERS","LA CHARENTE",376853,2082477,291,7412,"S",7007,NA,NA,307,448,541,"BEILLANT","Altitude : 4.5 m","05/10/04 00:00:00",10,NA,NA,"CHANIERS 17160 - PONT SNCF",17086,NA,"11/10/25 11:24:00","","R423001003","R4230010",NA,"NA"
"960",57,"R6092920","SAINT SEVERIN S/ BOUTONNE (M° DE CHATRE)","LA BOUTONNE",388048,2123622,NA,535,"S",7007,5.54,0.412,30.5,43.6,52.3,"R6092920","","03/24/00 00:00:00",0,NA,NA,"",NA,NA,"02/04/25 09:57:00","","R608001003","R6080010",NA,"NA"
"961",58,"R6110008","SAINT JULIEN DE L ESCAP","LA BOUTONNE",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"R6110008","Le fond du lit de la riviere au plus profond correspond a environ 62 cm à l'échelle.","",10,NA,NA,"ST EUTROPE",NA,NA,"07/25/19 17:58:00","10/18/17 10:20:00","R611000801","R6110008",NA,"NA"
"962",59,"R6164610","PUYROLLAND - (TOURNAY)","LA TREZENCE",370125,2119516,NA,75,"S",7007,NA,NA,9.16,12.6,14.9,"R6164610"," Altitude : 9.27m","11/08/02 00:00:00",0,NA,NA,"",NA,NA,"02/04/25 10:21:00","","R616461001","R6164610",NA,"NA"
"963",60,"S0114010","SAINT ANDRE DE LIDON - (PT DE ST ANDRE)","LA SEUDRE",407939,6507366,958751,227,"S",7007,0.754,0.013,4.98,10.9,14.8,"S0114010","Station SPC et Hydro
 Altitude : 16.45m

Station QMJ et point de référence étiage pour le bassin de la Seudre

station influencée:
- par une pelle 'Chez Viguiaud' 200 m en aval pour H> 32-35 cm (seuil légèrement noyé ou noyé)

contact: 
Yann DAVITOGLU
Technicien Rivières et Zones Humides
Syndicat Mixte du Bassin de la Seudre et de ses Affluents
8, rue de la Seudre
17260 Saint-André-de-Lidon
Tel. : 05 46 90 89 75 
Fax : 05 46 94 29 38","11/08/02 00:00:00",0,157,62,"SAINT-ANDRÉ-DE-LIDON",17310,1661,"10/03/25 12:11:00","","S011401003","S0114010",NA,"NA"
"964",61,"S0114510","CORME ECLUSE","LA SEUDRE",400102,6512452,968980,307,"S",7007,NA,NA,6.73,11.4,14.4,"S0114510","Station SPC et Hydro","",10,NA,NA,"CORME-ÉCLUSE",17119,40,"08/22/25 14:26:00","07/25/08 07:46:00","S011451001","S0114510",NA,"NA"
"965",62,"L0231510","PONTARION","TAURION",562061,2001817,NA,388,"S",7007,6.7,0.8,49,64,74,"L0231510","station gérée par le bassin Loire Bretagne jusqu'au 15/09/2000","10/12/11 09:36:00",0,NA,NA,"PONTARION ",23155,43647,"08/29/25 10:27:00","","L023151001","L0231510",NA,"NA"
"966",63,"L0314010","SAINT MARTIN SAINTE CATHERINE","VIGE",589889,6540580,NA,134,"S",7007,2.61,0.44,21,28,33,"L0314010","","11/21/97 00:00:00",0,NA,NA,"SAINT-MARTIN-SAINTE-CATHERINE",23217,29747,"08/29/25 10:41:00","","L031401001","L0314010",NA,"NA"
"967",64,"L0400610","LE PALAIS SUR VIENNE","VIENNE",570147,6530328,NA,2317.1799,"S",7007,NA,8.03,231,310,363,"L0400610","","03/24/23 14:33:00",0,NA,NA,"PALAIS-SUR-VIENNE",87113,22219,"08/29/25 11:45:00","04/07/08 10:22:00","L040061001","L0400610",NA,"NA"
"968",65,"L0563010","CONDAT (CHAMBON VEYRINAS)","BRIANCE",563232,6519004,NA,597,"S",7007,7.73,1.15,98.6,142,171,"L0563010","","03/24/23 14:43:00",0,NA,NA,"CONDAT-SUR-VIENNE",87048,21012,"08/29/25 11:27:00","","L056301001","L0563010",NA,"NA"
"969",66,"L0614020","ISLE","L'AURENCE",559435,6525111,NA,87,"S",7007,1.23,0.27,17,21,25,"L0614020","","",NA,NA,NA,"ISLE ",87075,22947,"08/29/25 11:31:00","","L061402001","L0614020",NA,"NA"
"970",67,"L0700610","VERNEUIL SUR VIENNE","VIENNE",NA,NA,NA,3393,"S",7007,59.3,13,390,550,650,"L0700610","PONT DE LA GABIE","03/08/02 00:00:00",0,NA,NA,"",NA,NA,"05/14/18 16:44:00","","L070061001","L0700610",NA,"NA"
"971",68,"L0813010","SAINT JUNIEN","GLANE",538438,6536942,NA,288,"S",7007,3.83,0.263,34.9,49.3,58.9,"L0813010","","03/24/23 14:47:00",NA,NA,NA,"SAINT-JUNIEN",87154,20738,"10/03/25 12:10:00","","L081301001","L0813010",NA,"NA"
"972",69,"L0914020","CHAILLAC","GORRE",536089,6529242,NA,186,"S",7007,1.88,0.12,27.9,40.3,48.5,"L0914020","","03/24/23 14:59:00",NA,NA,NA,"CHAILLAC-SUR-VIENNE",87030,18781,"08/29/25 11:44:00","","L091402001","L0914020",NA,"NA"
"973",70,"L0920620","ETAGNAC (CHATENET)","la vienne",527733,6531777,NA,4097.3999,"S",7007,55.3,13,348,476,561,"ETAGNAC CH","","03/24/23 15:05:00",0,NA,NA,"ETAGNAC",16132,15099,"08/29/25 11:45:00","09/22/14 15:06:00","L092061002","L0920610",NA,"NA"
"974",71,"L1004010","SAINT MAURICE DES LIONS","LE GOIRE",520962,6546616,NA,134.42,"S",7007,1.26,0.059,24,33,39,"ST MAURICE","","",NA,NA,NA,"SAINT-MAURICE-DES-LIONS",16337,14634,"08/29/25 11:50:00","04/09/08 13:58:00","L100401001","L1004010",NA,"NA"
"975",72,"L1113020","ESSE","ISSOIRE",525958,6552244,NA,265.38,"S",7007,2.41,0.057,41,63,77,"ESSE","Station implantée au pont Binot","",NA,NA,NA,"ESSE",16131,15326,"08/29/25 11:49:00","04/09/08 14:03:00","L111301001","L1113010",NA,"NA"
"976",73,"L1313010","PERSAC","Grande Blourde",523502,6581810,NA,292.48999,"S",7007,NA,NA,NA,NA,NA,"PERSAC","La station de Persac a fonctionné initialement au pont de La Bussière puis au pont de Kiel à compter du xx/10/2012.
L'ensemble des hauteurs a fait l'objet durant la période initiale d'une double lecture à la Bussière et à Kiel.
Sur barème les hauteurs prises en compte sont celles de Kiel et celles de la Bussière apparaissent en commentaire.
","",NA,NA,NA,"PERSAC",86190,10074,"08/29/25 11:45:00","10/29/12 14:00:00","L131000101","L1310001",NA,"NA"
"977",74,"L1400610","LUSSAC LES CHATEAUX","Vienne",474300,2157360,NA,5535,"S",7007,78,15.2,560,743,865,"LUSSAC","Echelle et station RG sur la commune de Mazerolles","03/24/23 15:07:00",NA,NA,NA,"LUSSAC-LES-CHÂTEAUX",86140,7011,"08/29/25 11:42:00","12/01/04 16:35:00","L140061001","L1400610",NA,"NA"
"978",75,"L2404030","VOUNEUIL SOUS BIARD","LA BOIVRE",491258,6612475,NA,177.03,"S",7007,1.02,0.13,8.3,14,18,"VOUNEUIL","","11/28/02 00:00:00",0,NA,NA,"VOUNEUIL-SOUS-BIARD",86297,8460,"08/22/25 15:32:00","","L240403001","L2404030",NA,"NA"
"979",76,"L2443010","QUINCAY","L AUXANCE",440800,2182490,NA,262,"S",7007,1.55,0.161,11,17,21,"L2443010","Altitude : 82.86m","11/07/02 00:00:00",0,NA,NA,"QUINCAY",86204,8301,"10/03/25 12:13:00","","L244301001","L2443010",NA,"NA"
"980",77,"L2501610","DISSAY","Clain",503110,6625709,NA,2883.22,"S",7007,20.9,2.9,120,180,220,"DISSAY","","",NA,NA,NA,"DISSAY",86095,5962,"08/22/25 14:40:00","12/23/04 11:31:00","L250161001","L2501610",NA,"NA"
"981",78,"L2523010","SAINT MARTIN LA PALLU (VENDEUVRE)","LA PALLU",497559,6627049,NA,173.17999,"S",7007,0.542,0.022,2.5,4.5,5.8,"VENDEUVRE","","",10,NA,NA,"VENDEUVRE-DU-POITOU",86281,7150,"08/22/25 15:20:00","07/29/09 16:43:00","L252301001","L2523010",NA,"NA"
"982",79,"L3033010","CHATELLERAULT (M HALLES)","OZON",515486,6633283,NA,265.20001,"S",7007,0.629,0.079,8.94,15.2,19.4,"MLIN HALLE","Station de Moulin des Halles
Echelle sur la commune de Châtellerault","03/24/23 15:10:00",NA,NA,NA,"CHATELLERAULT",86066,5697,"10/03/25 12:16:00","04/09/08 14:04:00","L303301001","L3033010",NA,"NA"
"983",80,"L3123010","THURE","L'ENVIGNE",459447,2203009,NA,242,"S",7007,0.693,0.015,7.32,12,15.1,"THURE","Altitude : 54.25 m
Station implantée au pont de Besse","03/24/23 15:14:00",0,NA,NA,"THURE",86272,5422,"08/29/25 11:33:00","","L312301001","L3123010",NA,"NA"
"984",81,"L3200610","INGRANDES","VIENNE",514473,6644741,NA,10050,"S",7007,119,20.9,714,977,1150,"L3200610","","03/24/23 15:17:00",0,NA,NA,"INGRANDES",86111,3907,"08/29/25 11:14:00","","L320062001","L3200620",NA,"NA"
"985",82,"L4010710","FELLETIN","CREUSE",635418,6532418,NA,165,"S",7007,3.78,0.52,26,35,40,"L4010710","Pont des malades","11/21/97 00:00:00",0,NA,NA,"FELLETIN",23079,49683,"08/18/25 10:53:00","","L401071001","L4010710",NA,"NA"
"986",83,"L4033010","MOUTIER ROZEILLE","ROZEILLE",636245,6537244,NA,186,"S",7007,2.56,0.17,19,25,30,"L4033010","","10/01/09 16:55:00",0,NA,NA,"MOUTIER-ROZEILLE",23140,44092,"08/22/25 11:38:00","","L403301001","L4033010",NA,"NA"
"987",84,"L4210710","GLENIC","CREUSE",616674,6569904,NA,944,"S",7007,12.3,1.2,120,180,220,"L4210710","Code cadena acces seuil 1947","11/21/97 00:00:00",0,NA,NA,"GLÉNIC",23092,30271,"08/22/25 10:58:00","","L421071001","L4210710",NA,"NA"
"988",85,"L4220710","FRESSELINES (PONT VERVY)","CREUSE",598466,6587348,NA,1233.96,"S",7007,15.8,1.1,130,190,220,"L4220710","","11/12/97 00:00:00",0,NA,NA,"FRESSELINES",23087,20283,"08/22/25 10:51:00","","L422071001","L4220710",NA,"NA"
"989",86,"L4411710","FRESSELINES (PUY RAGEAUD)","PETITE CREUSE",599253,6588169,NA,850,"S",7007,8.49,0.43,110,160,190,"L4411710","","11/04/97 00:00:00",0,NA,NA,"FRESSELINES",23087,20525,"08/18/25 11:11:00","","L441171001","L4411710",NA,"NA"
"990",87,"L4653010","VELLES","bouzanne",595018,6619346,NA,435.67001,"S",7007,3.11,0.29,63,100,130,"VELLES","","",NA,NA,NA,"VELLES",36231,12144,"08/22/25 13:30:00","12/20/04 15:50:00","L465301001","L4653010",NA,"NA"
"991",88,"L4730710","LE BLANC","Creuse",551757,6616351,NA,3575.3799,"S",7007,28.8,2.48,249,387,478,"LE BLANC","","03/24/23 15:26:00",0,NA,NA,"BLANC",36018,7486,"08/22/25 11:20:00","05/02/06 14:46:00","L473071001","L4730710",NA,"NA"
